x	mu	sigma_90	sigma_95	sigma_99	muPlus90	muMinus90	muPlus95	muMinus95	muPlus99	muMinus99	sample1	sample2	sample3
3.20000	-0.3485964900	1.8144719100	2.1553726900	2.8371742600	1.4658754200	-2.1630684000	1.8067762000	-2.5039691800	2.4885777700	-3.1857707500	-0.5174905240	0.1959908560	-1.5332719300
3.25000	-0.3321991100	1.8090612000	2.1489454200	2.8287138700	1.4768620900	-2.1412603100	1.8167463100	-2.4811445300	2.4965147600	-3.1609129800	-0.5157089770	0.1311993190	-1.4964224100
3.30000	-0.3177347100	1.8023697000	2.1409967300	2.8182508000	1.4846349900	-2.1201044100	1.8232620200	-2.4587314400	2.5005160900	-3.1359855100	-0.5182039060	0.0641186099	-1.4564045100
3.35000	-0.3050332600	1.7943385200	2.1314566700	2.8056929600	1.4893052600	-2.0993717800	1.8264234100	-2.4364899300	2.5006597000	-3.1107262200	-0.5245200830	-0.0044131353	-1.4135673000
3.40000	-0.2939121200	1.7849012900	2.1202463800	2.7909365600	1.4909891700	-2.0788134100	1.8263342600	-2.4141585000	2.4970244400	-3.0848486800	-0.5341530540	-0.0735426572	-1.3683220400
3.45000	-0.2841779200	1.7739859700	2.1072803100	2.7738689800	1.4898080500	-2.0581638900	1.8231023900	-2.3914582300	2.4896910600	-3.0580469000	-0.5465602730	-0.1424117140	-1.3211294300
3.50000	-0.2756284100	1.7615169400	2.0924686000	2.7543719400	1.4858885300	-2.0371453500	1.8168401900	-2.3680970100	2.4787435300	-3.0300003500	-0.5611707860	-0.2101668990	-1.2724863300
3.55000	-0.2680543200	1.7474171100	2.0757197200	2.7323249400	1.4793627900	-2.0154714300	1.8076654000	-2.3437740400	2.4642706200	-3.0003792600	-0.5773962660	-0.2759709340	-1.2229093500
3.60000	-0.2612412800	1.7316102500	2.0569430900	2.7076087600	1.4703689700	-1.9928515300	1.7957018100	-2.3181843700	2.4463674800	-2.9688500400	-0.5946425470	-0.3390116030	-1.1729193800
3.65000	-0.2549716000	1.7140232600	2.0360518700	2.6801091000	1.4590516600	-1.9689948600	1.7810802700	-2.2910234700	2.4251375000	-2.9350807000	-0.6123203880	-0.3985126830	-1.1230250400
3.70000	-0.2490262700	1.6945885200	2.0129657600	2.6497202300	1.4455622500	-1.9436147900	1.7639394900	-2.2619920300	2.4006939600	-2.8987465000	-0.6298557990	-0.4537441210	-1.0737075400
3.75000	-0.2431868100	1.6732462400	1.9876137100	2.6163486600	1.4300594300	-1.9164330500	1.7444269000	-2.2308005200	2.3731618500	-2.8595354700	-0.6467006180	-0.5040303710	-1.0254049400
3.80000	-0.2372372400	1.6499466800	1.9599366700	2.5799166300	1.4127094400	-1.8871839200	1.7226994300	-2.1971739100	2.3426793900	-2.8171538700	-0.6623418660	-0.5487608430	-0.9784991100
3.85000	-0.2309660300	1.6246523600	1.9298900700	2.5403655100	1.3936863300	-1.8556183900	1.6989240400	-2.1608561000	2.3093994800	-2.7713315400	-0.6763089230	-0.5873973510	-0.9333036300
3.90000	-0.2241680600	1.5973400200	1.8974463200	2.4976589300	1.3731719600	-1.8215080800	1.6732782600	-2.1216143800	2.2734908700	-2.7218269900	-0.6881817690	-0.6194820670	-0.8900549600
3.95000	-0.2166466500	1.5680025200	1.8625969300	2.4517857600	1.3513558700	-1.7846491700	1.6459502800	-2.0792435800	2.2351391100	-2.6684324100	-0.6975958970	-0.6446445640	-0.8489037700
4.00000	-0.2082154500	1.5366505100	1.8253545400	2.4027626100	1.3284350600	-1.7448659600	1.6171390900	-2.0335699900	2.1945471600	-2.6109780600	-0.7042464790	-0.6626067010	-0.8099118000
4.05000	-0.1987004600	1.5033138500	1.7857546300	2.3506362000	1.3046133900	-1.7020143100	1.5870541700	-1.9844550900	2.1519357400	-2.5493366600	-0.7078906840	-0.6731873360	-0.7730489100
4.10000	-0.1879419100	1.4680428700	1.7438569800	2.2954852100	1.2801009600	-1.6559847800	1.5559150700	-1.9317988900	2.1075433000	-2.4834271200	-0.7083483090	-0.6763049230	-0.7381947000
4.15000	-0.1757961100	1.4309093700	1.6997468900	2.2374219200	1.2551132600	-1.6067054800	1.5239507800	-1.8755430000	2.0616258100	-2.4132180300	-0.7055015150	-0.6719792360	-0.7051401800
4.20000	-0.1621372300	1.3920074700	1.6535361400	2.1765934900	1.2298702400	-1.5541447000	1.4913989100	-1.8156733700	2.0144562600	-2.3387307200	-0.6992921040	-0.6603303200	-0.6735953900
4.25000	-0.1468589200	1.3514542200	1.6053638100	2.1131829700	1.2045953000	-1.4983131400	1.4585048900	-1.7522227300	1.9663240500	-2.2600418900	-0.6897171740	-0.6415763190	-0.6431958000
4.30000	-0.1298758100	1.3093902100	1.5553968500	2.0474101400	1.1795144000	-1.4392660200	1.4255210400	-1.6852726600	1.9175343300	-2.1772859500	-0.6768251070	-0.6160292010	-0.6135125500
4.35000	-0.1111249000	1.2659799900	1.5038307800	1.9795323500	1.1548550900	-1.3771048900	1.3927058800	-1.6149556800	1.8684074500	-2.0906572500	-0.6607077350	-0.5840890740	-0.5840641900
4.40000	-0.0905666000	1.2214127100	1.4508902500	1.9098453300	1.1308461100	-1.3119793100	1.3603236500	-1.5414568500	1.8192787300	-2.0004119300	-0.6414951600	-0.5462352730	-0.5543284800
4.45000	-0.0681857100	1.1759028300	1.3968300200	1.8386844200	1.1077171200	-1.2440885400	1.3286443100	-1.4650157300	1.7704987100	-1.9068701300	-0.6193463970	-0.5030178170	-0.5237560600
4.50000	-0.0439920300	1.1296911500	1.3419361600	1.7664261700	1.0856991200	-1.1736831800	1.2979441300	-1.3859281900	1.7224341400	-1.8104182000	-0.5944424730	-0.4550443500	-0.4917850100
4.55000	-0.0180207300	1.0830464300	1.2865278800	1.6934907800	1.0650257000	-1.1010671600	1.2685071500	-1.3045486100	1.6754700500	-1.7115115100	-0.5669780080	-0.4029689770	-0.4578536000
4.60000	0.0096675900	1.0362675200	1.2309602100	1.6203455800	1.0459351100	-1.0265999300	1.2406278000	-1.2212926200	1.6300131700	-1.6106779900	-0.5371529250	-0.3474767270	-0.4214149800
4.65000	0.0389871600	0.9896864200	1.1756275000	1.5475096700	1.0286735800	-0.9506992600	1.2146146600	-1.1366403400	1.5864968300	-1.5085225100	-0.5051662010	-0.2892700480	-0.3819499700
4.70000	0.0698276100	0.9436721600	1.1209681400	1.4755601000	1.0134997700	-0.8738445500	1.1907957500	-1.0511405300	1.5453877100	-1.4057324900	-0.4712084660	-0.2290520080	-0.3389794200
4.75000	0.1020548800	0.8986356500	1.0674702200	1.4051393800	1.0006905300	-0.7965807700	1.1695251000	-0.9654153400	1.5071942600	-1.3030845000	-0.4354571070	-0.1675126380	-0.2920757900
4.80000	0.1355125000	0.8550350500	1.0156780000	1.3369639000	0.9905475500	-0.7195225500	1.1511905000	-0.8801655000	1.4724764000	-1.2014514000	-0.3980710140	-0.1053123380	-0.2408725600
4.85000	0.1700231300	0.8133811200	0.9661981800	1.2718323000	0.9834042500	-0.6433579900	1.1362213100	-0.7961750500	1.4418554300	-1.1018091700	-0.3591888040	-0.0430688474	-0.1850736400
4.90000	0.2053905000	0.7742410300	0.9197045000	1.2106314300	0.9796315300	-0.5688505300	1.1250950000	-0.7143140000	1.4160219300	-1.0052409300	-0.3189260270	0.0186559072	-0.1244596400
4.95000	0.2414015600	0.7382385100	0.8769378600	1.1543365700	0.9796400700	-0.4968369500	1.1183394200	-0.6355363000	1.3957381300	-0.9129350100	-0.2773757320	0.0793678787	-0.0588936300
5.00000	0.2778289200	0.7060467600	0.8386979700	1.1040003800	0.9838756800	-0.4282178400	1.1165268900	-0.5608690500	1.3818293000	-0.8261714600	-0.2346087800	0.1386484990	0.0116757200
5.05000	0.3144335800	0.6783701600	0.8058215300	1.0607242600	0.9928037400	-0.3639365800	1.1202551100	-0.4913879500	1.3751578400	-0.7462906800	-0.1906777470	0.1961627880	0.0872112800
5.10000	0.3509678200	0.6559107100	0.7791424200	1.0256058400	1.0068785300	-0.3049428900	1.1301102400	-0.4281746000	1.3765736600	-0.6746380200	-0.1456192290	0.2516627070	0.1675881200
5.15000	0.3871781800	0.6393177600	0.7594320000	0.9996604900	1.0264959400	-0.2521395800	1.1466101800	-0.3722538200	1.3868386700	-0.6124823100	-0.0994595735	0.3049893500	0.2525939700
5.20000	0.4228087000	0.6291250100	0.7473242600	0.9837227500	1.0519337100	-0.2063163100	1.1701329600	-0.3245155600	1.4065314500	-0.5609140500	-0.0522197352	0.3560710760	0.3419328500
5.25000	0.4576040500	0.6256860700	0.7432392100	0.9783455000	1.0832901200	-0.1680820200	1.2008432600	-0.2856351600	1.4359495500	-0.5207414500	-0.0039217844	0.4049190320	0.4352286500
5.30000	0.4913128100	0.6291250000	0.7473242500	0.9837227300	1.1204378100	-0.1378121900	1.2386370600	-0.2560114400	1.4750355400	-0.4924099200	0.0454045435	0.4516212600	0.5320308300
5.35000	0.5236906300	0.6393177400	0.7594319800	0.9996604700	1.1630083700	-0.1156271100	1.2831226100	-0.2357413500	1.5233511000	-0.4759698400	0.0957163631	0.4963326710	0.6318207700
5.40000	0.5545032700	0.6559107000	0.7791424100	1.0256058200	1.2104139700	-0.1014074300	1.3336456800	-0.2246391400	1.5801090900	-0.4711025500	0.1469507190	0.5392639640	0.7340205600
5.45000	0.5835296200	0.6783701600	0.8058215200	1.0607242500	1.2618997800	-0.0948405400	1.3893511400	-0.2222919000	1.6442538700	-0.4771946300	0.1990199610	0.5806687080	0.8379995500
5.50000	0.6105643400	0.7060467800	0.8386979900	1.1040004200	1.3166111200	-0.0954824400	1.4492623300	-0.2281336500	1.7145647600	-0.4934360800	0.2518071400	0.6208287670	0.9430852800
5.55000	0.6354204600	0.7382385800	0.8769379500	1.1543366900	1.3736590400	-0.1028181200	1.5123584100	-0.2415174900	1.7897571500	-0.5189162300	0.3051623140	0.6600398540	1.0485714300
5.60000	0.6579315000	0.7742411900	0.9197046900	1.2106316800	1.4321726900	-0.1163096900	1.5776361900	-0.2617731900	1.8685631800	-0.5527001800	0.3589017990	0.6985956230	1.1537283400
5.65000	0.6779534600	0.8133814200	0.9661985300	1.2718327600	1.4913348800	-0.1354279600	1.6441519900	-0.2882450700	1.9497862200	-0.5938793000	0.4128062500	0.7367730060	1.2578132100
5.70000	0.6953663600	0.8550355700	1.0156786100	1.3369647100	1.5504019300	-0.1596692100	1.7110449700	-0.3203122500	2.0323310700	-0.6415983500	0.4666230940	0.7748186540	1.3600785700
5.75000	0.7100754200	0.8986364800	1.0674712200	1.4051406800	1.6087119000	-0.1885610600	1.7775466400	-0.3573958000	2.1152161000	-0.6950652600	0.5200681640	0.8129351930	1.4597830300
5.80000	0.7220119100	0.9436734600	1.1209696900	1.4755621400	1.6656853700	-0.2216615500	1.8429816000	-0.3989577800	2.1975740500	-0.7535502300	0.5728309610	0.8512709280	1.5562004300
5.85000	0.7311335800	0.9896883900	1.1756298400	1.5475127500	1.7208219700	-0.2585548100	1.9067634200	-0.4444962600	2.2786463300	-0.8163791700	0.6245794310	0.8899110490	1.6486276300
5.90000	0.7374247200	1.0362704400	1.2309636800	1.6203501500	1.7736951600	-0.2988457200	1.9683884000	-0.4935389600	2.3577748700	-0.8829254300	0.6749674440	0.9288699350	1.7363938300
5.95000	0.7408958400	1.0830506800	1.2865329300	1.6934974300	1.8239465200	-0.3421548400	2.0274287700	-0.5456370900	2.4343932700	-0.9526015900	0.7236424260	0.9680880950	1.8188670900
6.00000	0.7415829700	1.1296972400	1.3419433900	1.7664356900	1.8712802100	-0.3881142700	2.0835263600	-0.6003604200	2.5080186600	-1.0248527200	0.7702541940	1.0074305700	1.8954620000
6.05000	0.7395466700	1.1759114600	1.3968402800	1.8386979100	1.9154581300	-0.4363647900	2.1363869500	-0.6572936100	2.5782445800	-1.0991512400	0.8144638350	1.0466876600	1.9656451700
6.10000	0.7348706400	1.2214248100	1.4509046200	1.9098642500	1.9562954500	-0.4865541700	2.1857752600	-0.7160339800	2.6447348900	-1.1749936100	0.8559531880	1.0855786400	2.0289406200
6.15000	0.7276601400	1.2659968000	1.5038507400	1.9795586300	1.9936569400	-0.5383366600	2.2315108800	-0.7761906000	2.7072187700	-1.2518984900	0.8944334630	1.1237581600	2.0849346900
6.20000	0.7180401200	1.3094133800	1.5554243800	2.0474463700	2.0274535000	-0.5913732600	2.2734645000	-0.8373842600	2.7654864900	-1.3294062500	0.9296544460	1.1608237800	2.1332799200
6.25000	0.7061531400	1.3514859400	1.6054014800	2.1132325700	2.0576390800	-0.6453328000	2.3115546200	-0.8992483400	2.8193857100	-1.4070794300	0.9614109630	1.1963267600	2.1736969700
6.30000	0.6921571400	1.3920506200	1.6535874000	2.1766609600	2.0842077600	-0.6998934800	2.3457445400	-0.9614302600	2.8688181000	-1.4845038200	0.9895505260	1.2297819000	2.2059774600
6.35000	0.6762231000	1.4309677200	1.6998162100	2.2375131700	2.1071908200	-0.7547446200	2.3760393100	-1.0235931100	2.9137362700	-1.5612900700	1.0139774000	1.2606812600	2.2299860700
6.40000	0.6585326000	1.4681213600	1.7439502200	2.2956079500	2.1266539600	-0.8095887600	2.4024828200	-1.0854176200	2.9541405500	-1.6370753500	1.0346572000	1.2885068400	2.2456598800
6.45000	0.6392754000	1.5034189000	1.7858794200	2.3508004700	2.1426943000	-0.8641435000	2.4251548200	-1.1466040200	2.9900758700	-1.7115250700	1.0516186100	1.3127434600	2.2530091900
6.50000	0.6186470000	1.5367904300	1.8255207500	2.4029814000	2.1554374300	-0.9181434300	2.4441677500	-1.2068737500	3.0216284000	-1.7843344000	1.0649534700	1.3328925400	2.2521162800
6.55000	0.5968462300	1.5681880200	1.8628172800	2.4520758100	2.1650342500	-0.9713417900	2.4596635100	-1.2659710500	3.0489220400	-1.8552295800	1.0748150700	1.3484849200	2.2431334600
6.60000	0.5740730100	1.5975848300	1.8977371300	2.4980417400	2.1716578400	-1.0235118200	2.4718101400	-1.3236641200	3.0721147500	-1.9239687300	1.0814167400	1.3590923600	2.2262812400
6.65000	0.5505261600	1.6249740400	1.9302721900	2.5408685000	2.1755002000	-1.0744478800	2.4807983500	-1.3797460300	3.0913946600	-1.9903423400	1.0850255100	1.3643392100	2.2018443100
6.70000	0.5264014300	1.6503675400	1.9604366000	2.5805747000	2.1767689700	-1.1239661100	2.4868380300	-1.4340351700	3.1069761300	-2.0541732700	1.0859580100	1.3639112000	2.1701680200
6.75000	0.5018896600	1.6737944900	1.9882649700	2.6172059300	2.1756841500	-1.1719048300	2.4901546300	-1.4863753100	3.1190955900	-2.1153162700	1.0845725800	1.3575640500	2.1316531700
6.80000	0.4771752000	1.6952996800	2.0138105300	2.6508322300	2.1724748800	-1.2181244800	2.4909857300	-1.5366353300	3.1280074300	-2.1736570300	1.0812625000	1.3451305600	2.0867510700
6.85000	0.4524344900	1.7149418000	2.0371429800	2.6815453600	2.1673762900	-1.2625073100	2.4895774700	-1.5847084900	3.1339798500	-2.2291108700	1.0764467200	1.3265243100	2.0359565300
6.90000	0.4278349400	1.7327915700	2.0583463500	2.7094559100	2.1606265100	-1.3049566300	2.4861812900	-1.6305114100	3.1372908500	-2.2816209700	1.0705618300	1.3017434500	1.9798010800
6.95000	0.4035340000	1.7489298500	2.0775166800	2.7346903200	2.1524638500	-1.3453958500	2.4810506800	-1.6739826800	3.1382243200	-2.3311563200	1.0640538400	1.2708713300	1.9188464000
7.00000	0.3796784500	1.7634456900	2.0947597300	2.7573878000	2.1431241400	-1.3837672400	2.4744381800	-1.7150812800	3.1370662500	-2.3777093500	1.0573682900	1.2340766000	1.8536752700
7.05000	0.3564040400	1.7764343900	2.1101887300	2.7776974100	2.1328384300	-1.4200303500	2.4665927700	-1.7537846900	3.1341014500	-2.4212933700	1.0509430300	1.1916102900	1.7848846800
7.10000	0.3338351900	1.7879956600	2.1239221200	2.7957750300	2.1218308500	-1.4541604700	2.4577573100	-1.7900869300	3.1296102200	-2.4619398400	1.0451997200	1.1438022900	1.7130771500
7.15000	0.3120850600	1.7982318300	2.1360814400	2.8117806700	2.1103168900	-1.4861467700	2.4481665000	-1.8239963800	3.1238657300	-2.4996956100	1.0405365700	1.0910560900	1.6388524900
7.20000	0.2912557400	1.8072461300	2.1467893500	2.8258757700	2.0985018700	-1.5159903900	2.4380450900	-1.8555336100	3.1171315100	-2.5346200300	1.0373224100	1.0338413500	1.5628000600
7.25000	0.2714386200	1.8151412200	2.1561677500	2.8382208100	2.0865798400	-1.5437026000	2.4276063700	-1.8847291300	3.1096594300	-2.5667821900	1.0358904500	0.9726874700	1.4854922400
7.30000	0.2527150100	1.8220177200	2.1643362000	2.8489731700	2.0747327300	-1.5693027100	2.4170512100	-1.9116211900	3.1016881800	-2.5962581600	1.0365341000	0.9081733500	1.4074774900
7.35000	0.2351568100	1.8279730800	2.1714104400	2.8582851700	2.0631298900	-1.5928162700	2.4065672500	-1.9362536300	3.0934419800	-2.6231283600	1.0395016300	0.8409191450	1.3292739100
7.40000	0.2188273300	1.8331004500	2.1775011300	2.8663025100	2.0519277800	-1.6142731200	2.3963284600	-1.9586738000	3.0851298400	-2.6474751800	1.0449936800	0.7715750270	1.2513656700
7.45000	0.2037822600	1.8374878700	2.1827128700	2.8731628500	2.0412701300	-1.6337056100	2.3864951300	-1.9789306100	3.0769451100	-2.6693805900	1.0531611500	0.7008116780	1.1741991400
7.50000	0.1900706600	1.8412175700	2.1871432900	2.8789947400	2.0312882300	-1.6511469100	2.3772139500	-1.9970726300	3.0690654000	-2.6889240800	1.0641021000	0.6293096110	1.0981801400
7.55000	0.1777359800	1.8443653800	2.1908825100	2.8839167700	2.0221013600	-1.6666294000	2.3686184900	-2.0131465300	3.0616527500	-2.7061807900	1.0778611500	0.5577490130	1.0236740800
7.60000	0.1668172000	1.8470003800	2.1940125800	2.8880369600	2.0138175800	-1.6801831800	2.3608297800	-2.0271953800	3.0548541600	-2.7212197600	1.0944291000	0.4867999420	0.9510054600
7.65000	0.1573498700	1.8491846400	2.1966072100	2.8914523400	2.0065345100	-1.6918347700	2.3539570800	-2.0392573400	3.0488022100	-2.7341024700	1.1137422900	0.4171125820	0.8804601100
7.70000	0.1493672200	1.8509730000	2.1987315700	2.8942487000	2.0003402200	-1.7016057800	2.3480987900	-2.0493643500	3.0436159200	-2.7448814800	1.1356822500	0.3493094850	0.8122874100
7.75000	0.1429011500	1.8524130800	2.2004422000	2.8965004400	1.9953142300	-1.7095119300	2.3433433500	-2.0575410500	3.0394015900	-2.7535992900	1.1600782400	0.2839781250	0.7467054000
7.80000	0.1379832000	1.8535451600	2.2017869800	2.8982706200	1.9915283600	-1.7155619600	2.3397701800	-2.0638037800	3.0362538200	-2.7602874200	1.1867062800	0.2216643790	0.6839041200
7.85000	0.1346455100	1.8544023300	2.2028051900	2.8996109100	1.9890478400	-1.7197568200	2.3374507000	-2.0681596800	3.0342564200	-2.7649654000	1.2152931600	0.1628675240	0.6240520800
7.90000	0.1329215300	1.8550104100	2.2035275200	2.9005617300	1.9879319400	-1.7220888800	2.3364490500	-2.0706059900	3.0334832600	-2.7676402000	1.2455161400	0.1080367180	0.5673022300
7.95000	0.1328468000	1.8553881000	2.2039761600	2.9011522900	1.9882349000	-1.7225413000	2.3368229600	-2.0711293600	3.0339990900	-2.7683054900	1.2770080100	0.0575687520	0.5137964600
8.00000	0.1344594700	1.8555469200	2.2041648300	2.9014006400	1.9900063900	-1.7210874500	2.3386243000	-2.0697053600	3.0358601100	-2.7669411700	1.3093599800	0.0118065636	0.4636730500
8.05000	0.1378008100	1.8554912900	2.2040987500	2.9013136600	1.9932921000	-1.7176904800	2.3418995600	-2.0662979400	3.0391144700	-2.7635128500	1.3421245000	-0.0289592869	0.4170709600
8.10000	0.1429154500	1.8552184500	2.2037746400	2.9008870300	1.9981339000	-1.7123030000	2.3466900900	-2.0608591900	3.0438024800	-2.7579715800	1.3748223500	-0.0644901594	0.3741350200
8.15000	0.1498516300	1.8547183800	2.2031806200	2.9001051000	2.0045700100	-1.7048667500	2.3530322500	-2.0533289900	3.0499567300	-2.7502534700	1.4069474800	-0.0945962338	0.3350192000
8.20000	0.1586611700	1.8539737200	2.2022960600	2.8989407300	2.0126348900	-1.6953125500	2.3609572300	-2.0436348900	3.0576019000	-2.7402795600	1.4379736000	-0.1191323790	0.2998897700
8.25000	0.1693993700	1.8529596200	2.2010914300	2.8973550400	2.0223589900	-1.6835602500	2.3704908000	-2.0316920600	3.0667544100	-2.7279556700	1.4673625900	-0.1379954880	0.2689265000
8.30000	0.1821247400	1.8516435400	2.1995280800	2.8952971700	2.0337682800	-1.6695188000	2.3816528200	-2.0174033400	3.0774219100	-2.7131724300	1.4945728500	-0.1511182870	0.2423225200
8.35000	0.1968985400	1.8499851300	2.1975580900	2.8927040100	2.0468836700	-1.6530865900	2.3944566300	-2.0006595500	3.0896025500	-2.6958054700	1.5190690700	-0.1584655220	0.2202825700
8.40000	0.2137842800	1.8479360100	2.1951239800	2.8894999400	2.0617202900	-1.6341517300	2.4089082600	-1.9813397000	3.1032842200	-2.6757156600	1.5403327100	-0.1600281610	0.2030212100
8.45000	0.2328469400	1.8454396900	2.1921586600	2.8855966100	2.0782866300	-1.6125927500	2.4250056000	-1.9593117200	3.1184435500	-2.6527496700	1.5578727700	-0.1558200750	0.1907576000
8.50000	0.2541521900	1.8424314900	2.1885852800	2.8808928700	2.0965836800	-1.5882793000	2.4427374700	-1.9344330900	3.1350450600	-2.6267406800	1.5712379400	-0.1458729830	0.1837105300
8.55000	0.2777654000	1.8388385200	2.1843172800	2.8752747800	2.1166039200	-1.5610731200	2.4620826800	-1.9065518800	3.1530401800	-2.5975093800	1.5800283500	-0.1302330780	0.1820924100
8.60000	0.3037506000	1.8345798900	2.1792585300	2.8686158300	2.1383304900	-1.5308292900	2.4830091300	-1.8755079300	3.1723664300	-2.5648652300	1.5839073500	-0.1089580410	0.1861013000
8.65000	0.3321692800	1.8295669000	2.1733037200	2.8607773400	2.1617361800	-1.4973976200	2.5054730000	-1.8411344400	3.1929466200	-2.5286080600	1.5826133200	-0.0821158644	0.1959139400
8.70000	0.3630791800	1.8237035800	2.1663387900	2.8516092300	2.1867827600	-1.4606244000	2.5294179700	-1.8032596100	3.2146884100	-2.4885300500	1.5759709200	-0.0497831623	0.2116771500
8.75000	0.3965329400	1.8168872600	2.1582418300	2.8409509900	2.2134202000	-1.4203543200	2.5547747700	-1.7617088900	3.2374839300	-2.4444180500	1.5639013200	-0.0120441585	0.2335006400
8.80000	0.4325767900	1.8090095100	2.1488840300	2.8286330600	2.2415863000	-1.3764327200	2.5814608200	-1.7163072400	3.2612098500	-2.3960562700	1.5464297900	0.0310073663	0.2614485300
8.85000	0.4712490800	1.7999572300	2.1381310100	2.8144785800	2.2712063100	-1.3287081500	2.6093800900	-1.6668819300	3.2857276600	-2.3432295000	1.5236944900	0.0792684637	0.2955335200
8.90000	0.5125789800	1.7896139900	2.1258445000	2.7983055100	2.3021929700	-1.2770350100	2.6384234800	-1.6132655200	3.3108844900	-2.2857265300	1.4959502700	0.1326241890	0.3357105300
8.95000	0.5565850000	1.7778617100	2.1118842200	2.7799292300	2.3344467100	-1.2212767100	2.6684692200	-1.5552992200	3.3365142300	-2.2233442300	1.4635717500	0.1909470190	0.3818725800
9.00000	0.6032736700	1.7645825200	2.0961101500	2.7591654000	2.3678561900	-1.1613088500	2.6993838200	-1.4928364800	3.3624390700	-2.1558917300	1.4270529600	0.2540936140	0.4338473800
9.05000	0.6526382500	1.7496609200	2.0783850900	2.7358334400	2.4022991700	-1.0970226700	2.7310233400	-1.4257468400	3.3884716900	-2.0831951900	1.3870050400	0.3219038150	0.4913963400
9.10000	0.7046574800	1.7329861600	2.0585775000	2.7097601700	2.4376436400	-1.0283286800	2.7632349800	-1.3539200200	3.4144176500	-2.0051026900	1.3441500400	0.3941982790	0.5542151100
9.15000	0.7592944500	1.7144548800	2.0365645800	2.6807839900	2.4737493300	-0.9551604300	2.7958590300	-1.2772701300	3.4400784400	-1.9214895400	1.2993117700	0.4707776680	0.6219360000
9.20000	0.8164955700	1.6939739200	2.0122356900	2.6487592200	2.5104694900	-0.8774783500	2.8287312600	-1.1957401200	3.4652547900	-1.8322636500	1.2534048400	0.5514207260	0.6941323400
9.25000	0.8761897400	1.6714633000	1.9854958000	2.6135608000	2.5476530400	-0.7952735600	2.8616855400	-1.1093060600	3.4897505400	-1.7373710600	1.2074194600	0.6358855190	0.7703247900
9.30000	0.9382875300	1.6468593300	1.9562692700	2.5750891400	2.5851468600	-0.7085718000	2.8945568000	-1.0179817400	3.5133766700	-1.6368016100	1.1624046200	0.7239084340	0.8499892200
9.35000	1.0026807000	1.6201178100	1.9245035800	2.5332751300	2.6227985100	-0.6174371100	2.9271842800	-0.9218228800	3.5359558300	-1.5305944300	1.1194482500	0.8152055560	0.9325661100
9.40000	1.0692417800	1.5912172500	1.8901732100	2.4880851500	2.6604590300	-0.5219754700	2.9594149900	-0.8209314300	3.5573269300	-1.4188433700	1.0796568300	0.9094739670	1.0174709300
9.45000	1.1378239000	1.5601620700	1.8532834300	2.4395261500	2.6979859700	-0.4223381700	2.9911073300	-0.7154595300	3.5773500500	-1.3017022500	1.0441315100	1.0063935100	1.1041066400
9.50000	1.2082608000	1.5269857800	1.8138740200	2.3876505000	2.7352465800	-0.3187249800	3.0221348200	-0.6056132200	3.5959113000	-1.1793897000	1.0139461500	1.1056294000	1.1918743500
9.55000	1.2803670500	1.4917539500	1.7720228700	2.3325607200	2.7721210000	-0.2113869000	3.0523899200	-0.4916558200	3.6129277700	-1.0521936700	0.9901233760	1.2068334300	1.2801868700
9.60000	1.3539385200	1.4545670100	1.7278492900	2.2744138600	2.8085055300	-0.1006284900	3.0817878100	-0.3739107700	3.6283523800	-0.9204753400	0.9736104640	1.3096474300	1.3684802500
9.65000	1.4287530300	1.4155627800	1.6815170000	2.2134254400	2.8443158100	0.0131902500	3.1102700300	-0.2527639700	3.6421784700	-0.7846724100	0.9652591520	1.4137050400	1.4562254000
9.70000	1.5045711900	1.3749186700	1.6332367200	2.1498728200	2.8794898600	0.1296525200	3.1378079100	-0.1286655300	3.6544440100	-0.6453016300	0.9658035540	1.5186334600	1.5429383500
9.75000	1.5811375200	1.3328533000	1.5832681600	2.0840978900	2.9139908200	0.2482842200	3.1644056800	-0.0021306400	3.6652354100	-0.5029603700	0.9758427760	1.6240547900	1.6281893500
9.80000	1.6581816700	1.2896276700	1.5319213500	2.0165087200	2.9478093400	0.3685540000	3.1901030200	0.1262603200	3.6746903900	-0.3583270500	0.9958258730	1.7295878100	1.7116100100
9.85000	1.7354199400	1.2455454200	1.4795569800	1.9475801000	2.9809653600	0.4898745200	3.2149769200	0.2558629600	3.6830000400	-0.2121601600	1.0260377100	1.8348479400	1.7928987200
9.90000	1.8125568800	1.2009521700	1.4265856100	1.8778524900	3.0135090500	0.6116047100	3.2391424900	0.3859712700	3.6904093700	-0.0652956100	1.0665917100	1.9394477600	1.8718240800
9.95000	1.8892870700	1.1562335700	1.3734653300	1.8079288500	3.0455206400	0.7330535000	3.2627524000	0.5158217400	3.6972159200	0.0813582200	1.1174247200	2.0429967400	1.9482247100
10.00000	1.9652971100	1.1118115800	1.3206973900	1.7384690200	3.0771086900	0.8534855300	3.2859945000	0.6445997200	3.7037661300	0.2268280900	1.1782937000	2.1451004100	2.0220090100
10.05000	2.0402676100	1.0681387100	1.2688193200	1.6701805300	3.1084063200	0.9721289000	3.3090869300	0.7714482900	3.7104481400	0.3700870800	1.2487798800	2.2453601900	2.0931508400
10.10000	2.1138753700	1.0256894900	1.2183947900	1.6038053800	3.1395648600	1.0881858800	3.3322701600	0.8954805800	3.7176807500	0.5100699900	1.3282939700	2.3433723400	2.1616827700
