x	mu	sigma_90	sigma_95	sigma_99	muPlus90	muMinus90	muPlus95	muMinus95	muPlus99	muMinus99	sample1	sample2	sample3
3.15000	-1.1771140900	1.7658963700	2.0976708400	2.7612197700	0.5887822800	-2.9430104600	0.9205567500	-3.2747849300	1.5841056800	-3.9383338600	-3.0220520600	-2.1249270300	-0.6659094520
3.20000	-1.1389626000	1.7572074700	2.0873494800	2.7476335000	0.6182448700	-2.8961700700	0.9483868800	-3.2263120800	1.6086709000	-3.8865961000	-2.9722062100	-2.0569386300	-0.6787311200
3.25000	-1.1069622100	1.7459799400	2.0740125300	2.7300777200	0.6390177300	-2.8529421500	0.9670503200	-3.1809747400	1.6231155100	-3.8370399300	-2.9195281500	-1.9974239300	-0.6934637910
3.30000	-1.0807859000	1.7321402200	2.0575726200	2.7084374300	0.6513543200	-2.8129261200	0.9767867200	-3.1383585200	1.6276515300	-3.7892233300	-2.8639732200	-1.9459730800	-0.7091254420
3.35000	-1.0600489700	1.7156038100	2.0379293800	2.6825805000	0.6555548400	-2.7756527800	0.9778804100	-3.0979783500	1.6225315300	-3.7426294700	-2.8055433200	-1.9020546000	-0.7248154220
3.40000	-1.0443143400	1.6962786400	2.0149734200	2.6523629700	0.6519643000	-2.7405929800	0.9706590800	-3.0592877600	1.6080486300	-3.6966773100	-2.7442855500	-1.8650268600	-0.7397296820
3.45000	-1.0330979400	1.6740688400	1.9885908700	2.6176349200	0.6409709000	-2.7071667800	0.9554929300	-3.0216888100	1.5845369800	-3.6507328600	-2.6802888000	-1.8341542400	-0.7531737390
3.50000	-1.0258742200	1.6488788600	1.9586682200	2.5782469400	0.6230046400	-2.6747530800	0.9327940000	-2.9845424400	1.5523727200	-3.6041211600	-2.6136793000	-1.8086221400	-0.7645708700
3.55000	-1.0220816700	1.6206178300	1.9250975400	2.5340569700	0.5985361600	-2.6426995000	0.9030158700	-2.9471792100	1.5119753000	-3.5561386400	-2.5446155000	-1.7875538200	-0.7734657270
3.60000	-1.0211285100	1.5892040800	1.8877818200	2.4849372900	0.5680755700	-2.6103325900	0.8666533100	-2.9089103300	1.4638087800	-3.5060658000	-2.4732807000	-1.7700254600	-0.7795255140
3.65000	-1.0223984800	1.5545697200	1.8466403900	2.4307817400	0.5321712400	-2.5769682000	0.8242419100	-2.8690388700	1.4083832600	-3.4531802200	-2.3998756000	-1.7550833900	-0.7825357230
3.70000	-1.0252566900	1.5166651300	1.8016143400	2.3715127500	0.4914084400	-2.5419218200	0.7763576500	-2.8268710300	1.3462560600	-3.3967694400	-2.3246111800	-1.7417591200	-0.7823927400
3.75000	-1.0290556400	1.4754633800	1.7526716500	2.3070881900	0.4464077400	-2.5045190200	0.7236160100	-2.7817272900	1.2780325500	-3.3361438300	-2.2477000300	-1.7290848100	-0.7790938910
3.80000	-1.0331413200	1.4309643600	1.6998122000	2.2375079000	0.3978230400	-2.4641056800	0.6666708800	-2.7329535200	1.2043665800	-3.2706492200	-2.1693488900	-1.7161072900	-0.7727249190
3.85000	-1.0368595000	1.3831986100	1.6430722900	2.1628196500	0.3463391100	-2.4200581100	0.6062127900	-2.6799317900	1.1259601500	-3.1996791500	-2.0897512700	-1.7019023200	-0.7634437710
3.90000	-1.0395620100	1.3322307700	1.5825286700	2.0831244800	0.2926687600	-2.3717927800	0.5429666600	-2.6220906800	1.0435624700	-3.1226864900	-2.0090805700	-1.6855868300	-0.7514646390
3.95000	-1.0406132000	1.2781624700	1.5183020900	1.9985813200	0.2375492700	-2.3187756700	0.4776888900	-2.5589152900	0.9579681200	-3.0391945200	-1.9274849100	-1.6663297000	-0.7370398450
4.00000	-1.0393964200	1.2211347200	1.4505600300	1.9094106500	0.1817383000	-2.2605311400	0.4111636100	-2.4899564500	0.8700142300	-2.9488070700	-1.8450823800	-1.6433626600	-0.7204411550
4.05000	-1.0353204800	1.1613296200	1.3795188200	1.8158972200	0.1260091400	-2.1966501000	0.3441983400	-2.4148393000	0.7805767400	-2.8512177000	-1.7619579400	-1.6159892200	-0.7019431220
4.10000	-1.0278260900	1.0989714300	1.3054448500	1.7183916900	0.0711453400	-2.1267975200	0.2776187600	-2.3332709400	0.6905656000	-2.7462177800	-1.6781625900	-1.5835915900	-0.6818035620
4.15000	-1.0163921800	1.0343268800	1.2286549600	1.6173111300	0.0179347000	-2.0507190600	0.2122627800	-2.2450471400	0.6009189500	-2.6337033100	-1.5937127500	-1.5456378700	-0.6602500230
4.20000	-1.0005420600	0.9677046960	1.1495158800	1.5131382500	-0.0328373640	-1.9682467560	0.1489738200	-2.1500579400	0.5125961900	-2.5136803100	-1.5085924600	-1.5016873600	-0.6374638530
4.25000	-0.9798492570	0.8994543680	1.0684427600	1.4064195600	-0.0803948890	-1.8793036250	0.0885935030	-2.0482920170	0.4265703030	-2.3862688170	-1.4227566500	-1.4513938800	-0.6135683950
4.30000	-0.9539430910	0.8299641230	0.9858967760	1.2977620800	-0.1239789680	-1.7839072140	0.0319536850	-1.9398398670	0.3438189890	-2.2517051710	-1.3361346800	-1.3945092500	-0.5886205170
4.35000	-0.9225137190	0.7596580890	0.9023817300	1.1878290100	-0.1628556300	-1.6821718080	-0.0201319890	-1.8248954490	0.2653152910	-2.1103427290	-1.2486377300	-1.3308848300	-0.5626030540
4.40000	-0.8853167040	0.6889927180	0.8184398340	1.0773340700	-0.1963239860	-1.5743094220	-0.0668768700	-1.7037565380	0.1920173660	-1.9626507740	-1.1601642200	-1.2604726800	-0.5354216480
4.45000	-0.8421769390	0.6184524670	0.7346465670	0.9670347670	-0.2237244720	-1.4606294060	-0.1075303720	-1.5768235060	0.1248578280	-1.8092117060	-1.0706076200	-1.1833256300	-0.5069044620
4.50000	-0.7929918560	0.5485448250	0.6516047610	0.8577246350	-0.2444470310	-1.3415366810	-0.1413870950	-1.4445966170	0.0647327790	-1.6507164910	-0.9798645060	-1.0995963600	-0.4768044630
4.55000	-0.7377338420	0.4797947240	0.5699379750	0.7502244770	-0.2579391180	-1.2175285660	-0.1677958670	-1.3076718170	0.0124906350	-1.4879583190	-0.8878415310	-1.0095351800	-0.4448055110
4.60000	-0.6764517800	0.4127384440	0.4902832430	0.6453728400	-0.2637133360	-1.0891902240	-0.1861685370	-1.1667350230	-0.0310789400	-1.3218246200	-0.7944634990	-0.9134892000	-0.4105316340
4.65000	-0.6092716630	0.3479170880	0.4132833290	0.5440158100	-0.2613545750	-0.9571887510	-0.1959883340	-1.0225549920	-0.0652558530	-1.1532874730	-0.6996797870	-0.8118979630	-0.3735567990
4.70000	-0.5363962240	0.2858697400	0.3395786010	0.4469963210	-0.2505264840	-0.8222659640	-0.1968176230	-0.8759748250	-0.0893999030	-0.9833925450	-0.6034708900	-0.7052906220	-0.3334199030
4.75000	-0.4581035480	0.2271264320	0.2697986700	0.3551431480	-0.2309771160	-0.6852299800	-0.1883048780	-0.7279022180	-0.1029604000	-0.8132466960	-0.5058523100	-0.5942819970	-0.2896396040
4.80000	-0.3747446590	0.1722010210	0.2045539400	0.2692597780	-0.2025436380	-0.5469456800	-0.1701907190	-0.5792985990	-0.1054848810	-0.6440044370	-0.4068789880	-0.4795663150	-0.2417307290
4.85000	-0.2867400850	0.1215841320	0.1444272110	0.1901133700	-0.1651559530	-0.4083242170	-0.1423128740	-0.4311672960	-0.0966267150	-0.4768534550	-0.3066477740	-0.3619129930	-0.1892234310
4.90000	-0.1945754040	0.0757362673	0.0899655054	0.1184239820	-0.1188391367	-0.2703116713	-0.1046098986	-0.2845409094	-0.0761514220	-0.3129993860	-0.2052970120	-0.2421597990	-0.1316794840
4.95000	-0.0987958494	0.0350812344	0.0416722542	0.0548542938	-0.0637146150	-0.1338770838	-0.0571235952	-0.1404681036	-0.0439415556	-0.1536501432	-0.1030075350	-0.1212048790	-0.0687116725
5.00000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000085	0.0000000650	-0.0000000152
5.05000	0.1011673360	0.0291749003	0.0346562452	0.0456189351	0.1303422363	0.0719924357	0.1358235812	0.0665110908	0.1467862711	0.0555484009	0.1034678250	0.1204598990	0.0746915451
5.10000	0.2040229580	0.0521642953	0.0619648598	0.0815659889	0.2561872533	0.1518586627	0.2659878178	0.1420580982	0.2855889469	0.1224569691	0.2071049860	0.2391462310	0.1555013860
5.15000	0.3078537150	0.0687465538	0.0816625730	0.1074946110	0.3766002688	0.2391071612	0.3895162880	0.2261911420	0.4153483260	0.2003591040	0.3105908850	0.3550077770	0.2424590970
5.20000	0.4119254150	0.0787609231	0.0935584299	0.1231534430	0.4906863381	0.3331644919	0.5054838449	0.3183669851	0.5350788580	0.2887719720	0.4135816230	0.4669835360	0.3354749220
5.25000	0.5154920730	0.0821099606	0.0975366804	0.1283901200	0.5976020336	0.4333821124	0.6130287534	0.4179553926	0.6438821930	0.3871019530	0.5157135240	0.5740147140	0.4343349910
5.30000	0.6178053400	0.0787610134	0.0935585371	0.1231535850	0.6965663534	0.5390443266	0.7113638771	0.5242468029	0.7409589250	0.4946517550	0.6166086190	0.6750605260	0.5386975860
5.35000	0.7181239680	0.0687467137	0.0816627630	0.1074948610	0.7868706817	0.6493772543	0.7997867310	0.6364612050	0.8256188290	0.6106291070	0.7158795160	0.7691113610	0.6480940930
5.40000	0.8157231430	0.0521644817	0.0619650812	0.0815662804	0.8678876247	0.7635586613	0.8776882242	0.7537580618	0.8972894234	0.7341568626	0.8131325880	0.8552048810	0.7619324420
5.45000	0.9099035500	0.0291750441	0.0346564160	0.0456191598	0.9390785941	0.8807285059	0.9445599660	0.8752471340	0.9555227098	0.8642843902	0.9079715030	0.9324414420	0.8795054720
5.50000	1.0000000000	0.0000000246	0.0000000292	0.0000000384	1.0000000246	0.9999999754	1.0000000292	0.9999999708	1.0000000384	0.9999999616	0.9999999580	0.9999999320	0.9999999310
5.55000	1.0853895000	0.0350815195	0.0416725929	0.0548547396	1.1204710195	1.0503079805	1.1270620929	1.0437169071	1.1402442396	1.0305347604	1.0888237800	1.0571527400	1.1225117900
5.60000	1.1654986300	0.0757370308	0.0899664124	0.1184251750	1.2412356608	1.0897615992	1.2554650424	1.0755322176	1.2839238050	1.0470734550	1.1740507900	1.1032796000	1.2460606600
5.65000	1.2398100700	0.1215856340	0.1444289960	0.1901157190	1.3613957040	1.1182244360	1.3842390660	1.0953810740	1.4299257890	1.0496943510	1.2552928000	1.1378820600	1.3696091100
5.70000	1.3078682900	0.1722036110	0.2045570170	0.2692638280	1.4800719010	1.1356646790	1.5124253070	1.1033112730	1.5771321180	1.0386044620	1.3321641700	1.1605940100	1.4920817800
5.75000	1.3692841900	0.2271305730	0.2698035900	0.3551496230	1.5964147630	1.1421536170	1.6390877800	1.0994806000	1.7244338130	1.0141345670	1.4042824200	1.1711922500	1.6123867500
5.80000	1.4237387000	0.2858760470	0.3395860920	0.4470061830	1.7096147470	1.1378626530	1.7633247920	1.0841526080	1.8707448830	0.9767325170	1.4712676100	1.1696029600	1.7294368800
5.85000	1.4709852800	0.3479263700	0.4132943550	0.5440303240	1.8189116500	1.1230589100	1.8842796350	1.0576909250	2.0150156040	0.9269549560	1.5327415100	1.1559074800	1.8421699200
5.90000	1.5108514000	0.4127517680	0.4902990690	0.6453936730	1.9236031680	1.0980996320	2.0011504690	1.0205523310	2.1562450730	0.8654577270	1.5883285900	1.1303440900	1.9495698000
5.95000	1.5432387600	0.4798134870	0.5699602630	0.7502538160	2.0230522470	1.0634252730	2.1131990230	0.9732784970	2.2934925760	0.7929849440	1.6376563400	1.0933057100	2.0506852200
6.00000	1.5681225900	0.5485708570	0.6516356850	0.8577653400	2.1166934470	1.0195517330	2.2197582750	0.9164869050	2.4258879300	0.7103572500	1.6803564900	1.0453377300	2.1446470500
6.05000	1.5855498100	0.6184881570	0.7346889630	0.9670905730	2.2040379670	0.9670616530	2.3202387730	0.8508608470	2.5526403830	0.6184592370	1.7160682300	0.9871286440	2.2306814300
6.10000	1.5956362800	0.6890411740	0.8184973950	1.0774098400	2.2846774540	0.9065951060	2.4141336750	0.7771388850	2.6730461200	0.5182264400	1.7444408300	0.9195008500	2.3081242100
6.15000	1.5985631000	0.7597233470	0.9024592490	1.1879310500	2.3582864470	0.8388397530	2.5010223490	0.6961038510	2.7864941500	0.4106320500	1.7651385600	0.8433974620	2.3764271400
6.20000	1.5945722200	0.8300514080	0.9860004600	1.2978985600	2.4246236280	0.7645208120	2.5805726800	0.6085717600	2.8924707800	0.2966736600	1.7778462900	0.7598666220	2.4351657800
6.25000	1.5839612000	0.8995704280	1.0685806300	1.4066010300	2.4835316280	0.6843907720	2.6525418300	0.5153805700	2.9905622300	0.1773601700	1.7822754100	0.6700436110	2.4840407500
6.30000	1.5670775700	0.9678582190	1.1496982500	1.5133783100	2.5349357890	0.5992193510	2.7167758200	0.4173793200	3.0804558800	0.0536992600	1.7781713600	0.5751318750	2.5228771200
6.35000	1.5443125900	1.0345290200	1.2288950800	1.6176272000	2.5788416100	0.5097835700	2.7732076700	0.3154175100	3.1619397900	-0.0733146100	1.7653217000	0.4763820880	2.5516214400
6.40000	1.5160948000	1.0992364600	1.3057596800	1.7188061100	2.6153312600	0.4168583400	2.8218544800	0.2103351200	3.2349009100	-0.2027113100	1.7435636200	0.3750717000	2.5703343300
6.45000	1.4828832400	1.1616757500	1.3799299900	1.8164384500	2.6445589900	0.3212074900	2.8628132300	0.1029532500	3.2993216900	-0.3335552100	1.7127921100	0.2724831380	2.5791830200
6.50000	1.4451607100	1.2215851100	1.4510950400	1.9101149000	2.6667458200	0.2235756000	2.8962557500	-0.0059343300	3.3552756100	-0.4649541900	1.6729684900	0.1698833840	2.5784295500
6.55000	1.4034269900	1.2787464600	1.5189957900	1.9994944600	2.6821734500	0.1246805300	2.9224227800	-0.1155688000	3.4029214500	-0.5960674700	1.6241271400	0.0685042684	2.5684187900
6.60000	1.3581922400	1.3329853700	1.5834250500	2.0843044000	2.6911776100	0.0252068700	2.9416172900	-0.2252328100	3.4424966400	-0.7261121600	1.5663822900	-0.0304752061	2.5495667100
6.65000	1.3099706500	1.3841703800	1.6442266300	2.1643391400	2.6941410300	-0.0741997300	2.9541972800	-0.3342559800	3.4743097900	-0.8543684900	1.4999332500	-0.1259466310	2.5223451200
6.70000	1.2592744300	1.4322115800	1.7012937500	2.2394581000	2.6914860100	-0.1729371500	2.9605681800	-0.4420193200	3.4987325300	-0.9801836700	1.4250680000	-0.2168852880	2.4872698400
6.75000	1.2066082300	1.4770587200	1.7545667300	2.3095827300	2.6836669500	-0.2704504900	2.9611749600	-0.5479585000	3.5161909600	-1.1029745000	1.3421661200	-0.3023625450	2.4448873500
6.80000	1.1524640500	1.5186988000	1.8040300900	2.3746926600	2.6711628500	-0.3662347500	2.9564941400	-0.6515660400	3.5271567100	-1.2222286100	1.2516986200	-0.3815549690	2.3957633000
6.85000	1.0973167100	1.5571531300	1.8497091800	2.4348212600	2.6544698400	-0.4598364200	2.9470258900	-0.7523924700	3.5321379700	-1.3375045500	1.1542267500	-0.4537508890	2.3404728300
6.90000	1.0416199200	1.5924742300	1.8916663600	2.4900506100	2.6340941500	-0.5508543100	2.9332862800	-0.8500464400	3.5316705300	-1.4484306900	1.0503982200	-0.5183556770	2.2795914100
6.95000	0.9858028900	1.6247422600	1.9299968700	2.5405060900	2.6105451500	-0.6389393700	2.9157997600	-0.9441939800	3.5263089800	-1.5547032000	0.9409427120	-0.5748917280	2.2136884900
7.00000	0.9302677060	1.6540614400	1.9648245000	2.5863506200	2.5843291460	-0.7237937340	2.8950922060	-1.0345567940	3.5166183260	-1.6560829140	0.8266630750	-0.6229994340	2.1433237300
7.05000	0.8753872070	1.6805562400	1.9962971100	2.6277788500	2.5559434470	-0.8051690330	2.8716843170	-1.1209099030	3.5031660570	-1.7523916430	0.7084271300	-0.6624338010	2.0690426900
7.10000	0.8215035590	1.7043676500	2.0245821800	2.6650112400	2.5258712090	-0.8828640910	2.8460857390	-1.2030786210	3.4865147990	-1.8435076810	0.5871566540	-0.6930604840	1.9913780200
7.15000	0.7689273960	1.7256494500	2.0498623700	2.6982882200	2.4945768460	-0.9567220540	2.8187897660	-1.2809349740	3.4672156160	-1.9293608240	0.4638152420	-0.7148496860	1.9108492600
7.20000	0.7179375390	1.7445645700	2.0723312400	2.7278646000	2.4625021090	-1.0266270310	2.7902687790	-1.3543937010	3.4458021390	-2.0099270610	0.3393947040	-0.7278696500	1.8279652300
7.25000	0.6687812370	1.7612817400	2.0921892200	2.7540041700	2.4300629770	-1.0925005030	2.7609704570	-1.4234079830	3.4227854070	-2.0852229330	0.2149012010	-0.7322796310	1.7432281400
7.30000	0.6216748910	1.7759722600	2.1096397800	2.7769748100	2.3976471510	-1.1542973690	2.7313146710	-1.4879648890	3.3986497010	-2.1552999190	0.0913407448	-0.7283191460	1.6571372400
7.35000	0.5768052050	1.7888071000	2.1248860100	2.7970438300	2.3656123050	-1.2120018950	2.7016912150	-1.5480808050	3.3738490350	-2.2202386250	-0.0302956095	-0.7163034070	1.5701930000
7.40000	0.5343307140	1.7999542900	2.1381275200	2.8144739800	2.3342850040	-1.2656235760	2.6724582340	-1.6037968060	3.3488046940	-2.2801432660	-0.1490469270	-0.6966109870	1.4829023400
7.45000	0.4943836180	1.8095766300	2.1495576900	2.8295198200	2.3039602480	-1.3151930120	2.6439413080	-1.6551740720	3.3239034380	-2.3351362020	-0.2639949320	-0.6696779390	1.3957814300
7.50000	0.4570718830	1.8178297400	2.1593613900	2.8424246900	2.2749016230	-1.3607578570	2.6164332730	-1.7022895070	3.2994965730	-2.3853528070	-0.3742788390	-0.6359886800	1.3093586500
7.55000	0.4224815250	1.8248604300	2.1677129900	2.8534181200	2.2473419550	-1.4023789050	2.5901945150	-1.7452314650	3.2758996450	-2.4309365950	-0.4791053640	-0.5960679180	1.2241766200
7.60000	0.3906790410	1.8308053700	2.1747748600	2.8627138500	2.2214844110	-1.4401263290	2.5654539010	-1.7840958190	3.2533928910	-2.4720348090	-0.5777607240	-0.5504735280	1.1407919800
7.65000	0.3617139140	1.8357901100	2.1806961300	2.8705081700	2.1975040240	-1.4740761960	2.5424100440	-1.8189822160	3.2322220840	-2.5087942560	-0.6696185910	-0.4997890840	1.0597729400
7.70000	0.3356211500	1.8399283000	2.1856118000	2.8769787900	2.1755494500	-1.5043071500	2.5212329500	-1.8499906500	3.2125999400	-2.5413576400	-0.7541469820	-0.4446170840	0.9816970610
7.75000	0.3124237830	1.8433211800	2.1896421300	2.8822840300	2.1557449630	-1.5308973970	2.5020659130	-1.8772183470	3.1947078130	-2.5698602470	-0.8309125790	-0.3855716900	0.9071451770
7.80000	0.2921353240	1.8460572900	2.1928923000	2.8865623100	2.1381926140	-1.5539219660	2.4850276240	-1.9007569760	3.1786976340	-2.5944269860	-0.8995838120	-0.3232727910	0.8366939520
7.85000	0.2747620860	1.8482122600	2.1954521400	2.8899319000	2.1229743460	-1.5734501740	2.4702142260	-1.9206900540	3.1646939860	-2.6151698140	-0.9599312500	-0.2583386930	0.7709078890
7.90000	0.2603053700	1.8498488000	2.1973961600	2.8924908600	2.1101541700	-1.5895434300	2.4577015300	-1.9370907900	3.1527962300	-2.6321854900	-1.0118249600	-0.1913796200	0.7103286130
7.95000	0.2487634710	1.8510167400	2.1987835200	2.8943170900	2.0997802110	-1.6022532690	2.4475469910	-1.9500200490	3.1430805610	-2.6455536190	-1.0552316300	-0.1229912920	0.6554649140
8.00000	0.2401334770	1.8517530800	2.1996582000	2.8954684500	2.0918865570	-1.6116196030	2.4397916770	-1.9595247230	3.1356019270	-2.6553349730	-1.0902080200	-0.0537477062	0.6067798650
8.05000	0.2344128380	1.8520821000	2.2000490400	2.8959829200	2.0864949380	-1.6176692620	2.4344618780	-1.9656362020	3.1303957580	-2.6615700820	-1.1168934900	0.0158056754	0.5646804100
8.10000	0.2316007010	1.8520154700	2.1999698900	2.8958787300	2.0836161710	-1.6204147690	2.4315705910	-1.9683691890	3.1274794310	-2.6642780290	-1.1355006000	0.0851589625	0.5295046460
8.15000	0.2316989790	1.8515522800	2.1994196700	2.8951544700	2.0832512590	-1.6198533010	2.4311186490	-1.9677206910	3.1268534490	-2.6634554910	-1.1463051600	0.1538438630	0.5015134020
8.20000	0.2347131630	1.8506790800	2.1983824200	2.8937891000	2.0853922430	-1.6159659170	2.4330955830	-1.9636692570	3.1285022630	-2.6590759370	-1.1496340500	0.2214417190	0.4808792840
8.25000	0.2406528690	1.8493698800	2.1968272500	2.8917419900	2.0900227490	-1.6087170110	2.4374801190	-1.9561743810	3.1323948590	-2.6510891210	-1.1458536000	0.2875882320	0.4676805750
8.30000	0.2495321130	1.8475861200	2.1947083600	2.8889528400	2.0971182330	-1.5980540070	2.4442404730	-1.9451762470	3.1384849530	-2.6394207270	-1.1353571000	0.3519805930	0.4618955430
8.35000	0.2613693370	1.8452766000	2.1919649300	2.8853415900	2.1066459370	-1.5839072630	2.4533342670	-1.9305955930	3.1467109270	-2.6239722530	-1.1185521900	0.4143813210	0.4634008950
8.40000	0.2761871750	1.8423774700	2.1885211100	2.8808084000	2.1185646450	-1.5661902950	2.4647082850	-1.9123339350	3.1569955750	-2.6046212250	-1.0958487400	0.4746222040	0.4719712060
8.45000	0.2940119850	1.8388121900	2.1842859900	2.8752336000	2.1328241750	-1.5448002050	2.4782979750	-1.8902740050	3.1692455850	-2.5812216150	-1.0676483700	0.5326084070	0.4872828300
8.50000	0.3148731510	1.8344916100	2.1791536700	2.8684777900	2.1493647610	-1.5196184590	2.4940268210	-1.8642805190	3.1833509410	-2.5536046390	-1.0343333600	0.5883177720	0.5089202850
8.55000	0.3388021820	1.8293141300	2.1730034500	2.8603821000	2.1681163120	-1.4905119480	2.5118056320	-1.8342012680	3.1991842820	-2.5215799180	-0.9962578890	0.6418023900	0.5363855290
8.60000	0.3658316200	1.8231659700	2.1657001800	2.8507686100	2.1889975900	-1.4573343500	2.5315318000	-1.7998685600	3.2166002300	-2.4849369900	-0.9537408390	0.6931864950	0.5691097190
8.65000	0.3959937820	1.8159216300	2.1570947900	2.8394411000	2.2119154120	-1.4199278480	2.5530885720	-1.7611010080	3.2354348820	-2.4434473180	-0.9070593420	0.7426623850	0.6064687140
8.70000	0.4293193640	1.8074446000	2.1470251000	2.8261861000	2.2367639640	-1.3781252360	2.5763444640	-1.7177057360	3.2555054640	-2.3968667360	-0.8564450630	0.7904863290	0.6477984130
8.75000	0.4658359220	1.7975882100	2.1353169000	2.8107742900	2.2634241320	-1.3317522880	2.6011528220	-1.6694809780	3.2766102120	-2.3449383680	-0.8020819460	0.8369712680	0.6924142200
8.80000	0.5055662650	1.7861968300	2.1217853300	2.7929623200	2.2917630950	-1.2806305650	2.6273515950	-1.6162190650	3.2985285850	-2.2873960550	-0.7441054960	0.8824780450	0.7396294220
8.85000	0.5485267880	1.7731073100	2.1062365700	2.7724950700	2.3216340980	-1.2245805220	2.6547633580	-1.5577097820	3.3210218580	-2.2239682820	-0.6826040160	0.9274069490	0.7887754130
8.90000	0.5947257660	1.7581507400	2.0884699700	2.7491084300	2.3528765060	-1.1634249740	2.6831957360	-1.4937442040	3.3438341960	-2.1543826640	-0.6176219520	0.9721856480	0.8392204750
8.95000	0.6441616480	1.7411544600	2.0682804500	2.7225324300	2.3853161080	-1.0969928120	2.7124420980	-1.4241188020	3.3666940780	-2.0783707820	-0.5491638510	1.0172577800	0.8903884670
9.00000	0.6968213700	1.7219444600	2.0454613000	2.6924949700	2.4187658300	-1.0251230900	2.7422826700	-1.3486399300	3.3893163400	-1.9956736000	-0.4771998770	1.0630710100	0.9417754890
9.05000	0.7526787240	1.7003479300	2.0198072400	2.6587258500	2.4530266540	-0.9476692060	2.7724859640	-1.2671285160	3.4114045740	-1.9060471260	-0.4016722100	1.1100632200	0.9929644520
9.10000	0.8116928020	1.6761962100	1.9911179200	2.6209613400	2.4878890120	-0.8645034080	2.8028107220	-1.1794251180	3.4326541420	-1.8092685380	-0.3225031190	1.1586510700	1.0436372200
9.15000	0.8738065560	1.6493278500	1.9592015700	2.5789490000	2.5231344060	-0.7755212940	2.8330081260	-1.0853950140	3.4527555560	-1.7051424440	-0.2396020040	1.2092163500	1.0935823200
9.20000	0.9389454790	1.6195919300	1.9238789000	2.5324528400	2.5585374090	-0.6806464510	2.8628243790	-0.9849334210	3.4713983190	-1.5935073610	-0.1528746660	1.2620956800	1.1427010000
9.25000	1.0070164600	1.5868514800	1.8849872100	2.4812586700	2.5938679400	-0.5798350200	2.8920036700	-0.8779707500	3.4882751300	-1.4742422100	-0.0622300902	1.3175691100	1.1910079000
9.30000	1.0779067900	1.5509869700	1.8423845200	2.4251796200	2.6288937600	-0.4730801800	2.9202913100	-0.7644777300	3.5030864100	-1.3472728300	0.0324104877	1.3758513500	1.2386282500
9.35000	1.1514834200	1.5118998700	1.7959537900	2.3640616200	2.6633832900	-0.3604164500	2.9474372100	-0.6444703700	3.5155450400	-1.2125782000	0.1311060740	1.4370838400	1.2857918600
9.40000	1.2275923700	1.4695161400	1.7456070500	2.2977888700	2.6971085100	-0.2419237700	2.9731994200	-0.5180146800	3.5253812400	-1.0701965000	0.2338888700	1.5013298200	1.3328224800
9.45000	1.3060584000	1.4237895400	1.6912893900	2.2262891000	2.7298479400	-0.1177311400	2.9973477900	-0.3852309900	3.5323475000	-0.9202307000	0.3407585180	1.5685697800	1.3801245100
9.50000	1.3866849600	1.3747048700	1.6329827600	2.1495385300	2.7613898300	0.0119800900	3.0196677200	-0.2462978000	3.5362234900	-0.7628535700	0.4516743280	1.6387004200	1.4281662200
9.55000	1.4692542800	1.3222808600	1.5707093800	2.0675664400	2.7915351400	0.1469734200	3.0399636600	-0.1014551000	3.5368207200	-0.5983121600	0.5665527020	1.7115349600	1.4774604100
9.60000	1.5535278800	1.2665727500	1.5045349100	1.9804592100	2.8201006300	0.2869551300	3.0580627900	0.0489929700	3.5339870900	-0.4269313300	0.6852606060	1.7868058400	1.5285443500
9.65000	1.6392471400	1.2076745100	1.4345709400	1.8883637900	2.8469216500	0.4315726300	3.0738180800	0.2046762000	3.5276109300	-0.2491166500	0.8076135140	1.8641697400	1.5819569000
9.70000	1.7261343000	1.1457205500	1.3609771400	1.7914903200	2.8718548500	0.5804137500	3.0871114400	0.3651571600	3.5176246200	-0.0653560200	0.9333717830	1.9432139900	1.6382161400
9.75000	1.8138935800	1.0808869300	1.2839626600	1.6901141100	2.8947805100	0.7330066500	3.0978562400	0.5299309200	3.5040076900	0.1237794700	1.0622394200	2.0234652800	1.6977972800
9.80000	1.9022125900	1.0133920000	1.2037868600	1.5845765900	2.9156045900	0.8888205900	3.1059994500	0.6984257300	3.4867891800	0.3176360000	1.1938623700	2.1043994100	1.7611106800
9.85000	1.9907639300	0.9434964330	1.1207594000	1.4752853300	2.9342603630	1.0472674970	3.1115233300	0.8700045300	3.4660492600	0.5154786000	1.3278277200	2.1854532300	1.8284829200
9.90000	2.0792070800	0.8715025900	1.0352394400	1.3627131400	2.9507096700	1.2077044900	3.1144465200	1.0439676400	3.4419202200	0.7164939400	1.4636645200	2.2660359000	1.9001386600
9.95000	2.1671903400	0.7977532440	0.9476341570	1.2473959800	2.9649435840	1.3694370960	3.1148244970	1.2195561830	3.4145863200	0.9197943600	1.6008445100	2.3455430900	1.9761851000
10.00000	2.2543530300	0.7226296030	0.8583963770	1.1299299200	2.9769826330	1.5317234270	3.1127494070	1.3959566530	3.3842829500	1.1244231100	1.7387836500	2.4233692700	2.0566018100
10.05000	2.3403278400	0.6465486620	0.7680214410	1.0109670000	2.9868765020	1.6937791780	3.1083492810	1.5723063990	3.3512948400	1.3293608400	1.8768448400	2.4989215600	2.1412316800
